dlga_mayor_begin:close_window.1|{playername}. Вы вернули моему другу дочь, и я в неоплатном долгу перед вами. Чтобы отблагодарить вас, {reg8} динар будет, конечно, недостаточно, но это все, что у меня есть. Мой друг хотел бы дать больше, но ему пришлось заплатить выкуп, и это подкосило его дела.
dlga_mayor_begin:mayor_friendly_pretalk|Говорят, вам удалось выследить бандитов и показать им, что бывает с теми, кто устраивает засады на торговых путях. Вот ваша награда - {reg5} динар. Вы их с честью заслужили, и мы вам весьма благодарны.
dlga_mayor_begin:mayor_friendly_pretalk.1|Я слышал о ваших деяниях. Вы наказали этих разбойников по заслугам. Правду о вас говорят - вы мастер своего дела. Чтобы отблагодарить вас, {reg5} динар будет, конечно, недостаточно, но больше у меня нет: эти бандиты едва не разорили меня.
dlga_mayor_begin:merchant_ask_for_debts|Согласно моим записям, вы задолжали гильдии торговцев {reg1} динар. Я бы хотел получить эти деньги сейчас.
dlga_merchant_ask_for_debts:merchant_debts_paid|Хорошо. Я выплачу вам свой долг.
dlga_merchant_debts_paid:mayor_pretalk|Отлично! Я дам знать своим собратьям по гильдии, что вы расплатились с долгами.
dlga_merchant_ask_for_debts:merchant_debts_not_paid|Боюсь, что не могу выплатить эту сумму сейчас.
dlga_merchant_debts_not_paid:close_window|Тогда, боюсь, я не смогу иметь с вами больше дел. По правилам цеха... Без {reg1} динар можете и не возвращаться. И знайте, на ваш долг будут начислены проценты. Так что, чем скорее вы заплатите, тем лучше.
dlga_mayor_begin:mayor_talk|Что я могу для вас сделать?
dlga_mayor_friendly_pretalk:mayor_talk|Сейчас... что я еще могу для вас сделать?
dlga_mayor_pretalk:mayor_talk|Да?
dlga_mayor_talk:mayor_info_begin|Вы можете мне рассказать о том, что Вы делаете?
dlga_mayor_talk:merchant_quest_requested|У вас часом нет для меня никакой работы?
dlga_mayor_talk:merchant_quest_last_offered_job|Касательно той работы, что вы мне предложили...
dlga_mayor_talk:merchant_quest_about_job|Что касается работы, которую вы мне дали...
dlga_mayor_talk:mayor_political_talk|У меня есть несколько вопросов политического свойства.
dlga_mayor_talk:mayor_economy_report_1|Как идет торговля?
dlga_mayor_talk:mayor_wealth_comparison_1|Каково богатство этой области по сравнению с остальной Кальрадией?
dlga_mayor_talk:mayor_investment_possible|Я хочу купить у города землю и попробовать заработать с него денег.
dlga_mayor_investment_possible:mayor_pretalk|Вы уже имеете здесь {s4}. Вряд ли вы наберете людей, чтобы затеять еще одно предприятие.
dlga_mayor_investment_possible:mayor_pretalk.1|{s9}
dlga_mayor_investment_possible:mayor_investment_advice.1|Разумеется, {господин/госпожа}. Кому придет в голову мешать правителю города?
dlga_mayor_investment_possible:mayor_investment|Хм... Принимая во внимание ваши отношения с нашим покровителем, {s4}, я думаю, что вряд ли вы найдете здесь много смельчаков, готовых продать вам землю.
dlga_mayor_investment_possible:mayor_pretalk.2|Что ж... Думаю, сперва гильдия захочет узнать вас получше. Она обычно не в восторге, если чужаки пытаются купить землю.
dlga_mayor_investment_possible:mayor_investment_advice.2|Прекрасно, {господин/госпожа}. Мы в гильдии знаем вас и доверяем вам. Мне кажется, я смогу найти того, кто продаст вам землю.
dlga_mayor_investment_advice:investment_choose_enterprise|Дам вам пару советов. Опытные работники всегда ценятся на вес золота, так что вряд ли вы откроете здесь более одного предприятия. Чтобы получать прибыль, вы должны производить товар, пользующийся здесь большим спросом, но материалы для его производства должны быть дешевы. Какое предприятие вы намерены основать?
dlga_investment_choose_enterprise:investment_summary|Мельницу и пекарню: буду делать хлеб из пшеницы
dlga_investment_choose_enterprise:investment_summary.1|Пивоварню: буду делать эль из пшеницы
dlga_investment_choose_enterprise:investment_summary.2|Сыромятню: буду делать кожу из шкур
dlga_investment_choose_enterprise:investment_summary.3|Давильню: буду делать вино из винограда
dlga_investment_choose_enterprise:investment_summary.4|Маслобойню: буду делать масло из оливок
dlga_investment_choose_enterprise:investment_summary.5|Кузницу: буду делать инструменты из железа
dlga_investment_choose_enterprise:investment_summary.6|Ткацкую мастерскую и красильню: буду делать бархат из шелка и красителей
dlga_investment_choose_enterprise:investment_summary.7|Ткацкую мастерскую: буду делать шерстяную ткань из шерсти
dlga_investment_choose_enterprise:investment_summary.8|Ткацкую мастерскую: буду делать полотно из льна
dlga_investment_choose_enterprise:mayor_pretalk|Ничего
dlga_investment_summary:mayor_investment_confirm|Прекрасно, сударь. Земля и материалы, из которых будет строиться {s3}, обойдутся вам в {reg7} динар. На Вашем предприятии будет производиться {s4} стоимостью {reg1} динар, в то время как {s6}, что требуется для производства, будет стоить {reg2} динар, а труд рабочих и их содержание {reg3} динар.{s9} Мне кажется, что за вычетом всех затрат ваша прибыль составит {reg0} динар в неделю. Это при условии, что цены останутся прежними, а я почти гарантирую, что прежними они не останутся. Вы желаете продолжить?
dlga_mayor_investment_confirm:mayor_investment_purchase|Да. Вот деньги за землю.
dlga_mayor_investment_confirm:mayor_pretalk|Нет, это не выгодно для меня сейчас.
dlga_mayor_investment_purchase:mayor_pretalk|Отлично. Ваше предприятие будет готово и начнет работу в ближайшую неделю. Когда в следующий раз Вы придете, поговорите с Вашим {s4} об этом.
dlga_mayor_talk:close_window|[Уйти]
dlga_mayor_info_begin:mayor_info_talk|Я цеховой мастер города {s9}. Можно сказать, руковожу всем честным народом. Могу помочь вам с работой, если вы ищете законный заработок.
dlga_mayor_info_talk:mayor_info_lord|Кто правит этим городом?
dlga_mayor_info_lord:mayor_info_talk|Господин и защитник нашего города - {s10}. Он владеет замком и иногда живет здесь, а также собирает налоги с города. Однако большую часть вопросов, касающихся городской жизни, мы решаем сами. У меня, как у цехового мастера города, для этого достаточно полномочий.
dlga_mayor_info_talk:mayor_pretalk|Это все, что мне нужно было узнать. Спасибо.
dlga_mayor_political_talk:mayor_political_questions|Политика? Святые угодники, цеху нет никакого дела до политики! Мы - верные подданные {s10}. Вообще-то от гильдии в городе не так уж много зависит - все решают лорды и цеховые мастера. А остальная гильдия может разве что предупредить, если затевается какая-то глупость. Ну, ладно. Что еще вы хотели узнать?
dlga_mayor_prepolitics:mayor_political_questions|Кстати, вы же знаете, что мы все здесь {s9}? Это очень важно... Ну да ладно. Что-нибудь еще?
dlga_mayor_political_questions:mayor_war_description_1|Почему в Кальрадии постоянно идут войны?
dlga_mayor_war_description_1:mayor_war_description_2|Если разобраться, дело вот в чем: каждый король считает себя законным наследником древних императоров Кальрадии. Часть этих притязаний опирается на былые династические браки, другие - на давно позабытые обещания, а {s22} родоки - на неписаный свод законов империи. Так что любой правитель имеет все основания объявить войну любому соседу.
dlga_mayor_war_description_2:mayor_war_description_3|На деле же война требует основательной подготовки. Конечно, можно просто сжечь поля врага, но земля даст новый урожай. Захватить и удержать чужую твердыню куда как тяжелее. Поэтому правители Кальрадии сражаются понемногу, потом заключают перемирия, снова сражаются и так без конца. Часто правитель вступает в войну, поддавшись на провокацию. Некоторые не слишком честные вельможи живут за счет грабежа и выкупа с заложников. Кроме того, даже самая дорогая война приносит больше чести правителю, чем позорный и трусливый мир... Конечно, я не говорю о {s10}, ибо никто не ставит под сомнение {reg4?ее:его} величие.
dlga_mayor_war_description_3:mayor_war_description_4|Хочу напомнить, что наш цех не интересуется политикой. Но если бы {s10} спросил моего совета, то как верный слуга короны, я бы сказал так: можно сколько угодно мечтать о троне всей Кальрадии, но без крепкой армии в этом деле не продвинешься ни на шаг. Армии же нужны деньги, а деньги идут с торговли, которая страдает от войн. Так что порой лучший способ борьбы за престол - это не бороться вовсе... Если вы понимаете, о чем я.
dlga_mayor_war_description_4:mayor_prepolitics|Можете передать {s10}, если {reg4?ее:его} увидите. Только не упоминайте моего имени. Просто скажите, что "вам сказали люди из {s4}". Конечно, это наше личное мнение. Думаем, это в интересах {s10}. Разумеется, никто из нас и в мыслях не собирается оспаривать монаршее право выдвигать законные притязания на {reg4?ее:его} трон.
dlga_mayor_political_questions:mayor_politics_assess|Какие отношения у {s10} с другими землями Кальрадии?
dlga_mayor_politics_assess:mayor_politics_assess_realm|Смотря что за земли.
dlga_mayor_politics_assess_realm:mayor_politics_give_realm_assessment|{s11}
dlga_mayor_politics_give_realm_assessment:mayor_prepolitics|{s14}
dlga_mayor_political_questions:mayor_internal_politics|Что вы можете рассказать о внутренней политике государств?
dlga_mayor_internal_politics:mayor_internal_politics_2|Здесь, в {s4}, мы все любим {s5} и поддерживаем {reg4?ее:его} притязания на трон всей Кальрадии. Но я так понимаю, что не все земли с нами согласятся.
dlga_mayor_internal_politics_2:mayor_internal_politics_3|У каждого лорда свои понятия о чести, о том, как вести войну и о других господских штуках. К тому же знать постоянно грызется за внимание короля, старается урвать кусок пожирнее и постоянно беспокоится о том, что о них подумают окружающие.
dlga_mayor_internal_politics_3:mayor_internal_politics_4|А еще вассал может оставить своего господина и дать новую присягу. Это тоже подливает масла в огонь: на словах каждый клянется своему сюзерену в верности, а на деле только и ищет, как бы нарушить данное слово. Вассал может заявить, что его господин не выполняет своих обещаний, не дает защиты или ведет себя неподобающе или вообще неправедно получил власть. И все это дворяне делают как будто из лучших побуждений!
dlga_mayor_internal_politics_4:mayor_internal_politics_5|Сеньоры и вассалы постоянно ждут друг от друга предательства. Если король сочтет, что его вассал хочет отложиться, то может обвинить его в измене и наложить руку на его имущество. Верно и обратное: если вассал опасается обвинения, он может восстать или отложиться. Обычно тот, кто сделает первый шаг, успевает получить контроль над крепостями вассала.
dlga_mayor_internal_politics_5:mayor_prepolitics|Ясное дело, что доверие к отложившемуся вассалу падает, как и к королю, который часто обвиняет своих подданных. С другой стороны, только всеобщее недоверие и удерживает наши земли от развала. Но если отношения между господином и вассалом становятся слишком натянутыми, становится очень жарко... Конечно, я говорю о других странах. В {s4} такого и быть не может.
dlga_mayor_political_questions:mayor_pretalk|Это все, спасибо.
dlga_merchant_quest_about_job:merchant_quest_about_job_2|А что такое?
dlga_merchant_quest_about_job_2:merchant_quest_what_if_fail|А что, если я не смогу закончить это дело?
dlga_merchant_quest_about_job_2:merchant_quest_about_job_working|Ну, я все еще над этим работаю.
dlga_merchant_quest_about_job_working:mayor_pretalk|Хорошо. Я уверен, вы справитесь.
dlga_merchant_quest_last_offered_job:merchant_quest_brief|А, вы хотите пересмотреть решение. Ладно...
dlga_merchant_quest_what_if_fail:mayor_pretalk|Я надеюсь, вы не провалите дело. Иначе мне придется стребовать с вас цену груза, который вы перевозили.
dlga_merchant_quest_what_if_fail:mayor_pretalk.1|Хорошо, сделайте все, что в ваших силах, чтобы завершить это дело.
dlga_merchant_quest_taken:mayor_pretalk|Отлично, я рассчитываю на вас. Удачи!
dlga_merchant_quest_stall:mayor_pretalk|Ладно, люди для этого задания мне будут нужны еще несколько дней, я думаю. Дайте мне знать, если решитесь взяться за него.
dlga_mayor_economy_report_1:mayor_economy_report_2|{s32}
dlga_mayor_economy_report_2:mayor_economy_report_3|{s42}
dlga_mayor_economy_report_3:mayor_pretalk|{s47}
dlga_merchant_quest_requested:merchant_quest_brief|Ну, вы кажетесь достаточно умелым человеком. Думаю, у меня нашлось бы для вас дело.
dlga_merchant_quest_brief:merchant_quest_looters_choice|{s5} недавно разграбили. Тут неподалеку произошло сражение, потом, понятное дело, началась обычная суматоха, паника, так что кое-какие не шибко честные горожане пошли грабить торговые лавки и окрестные фермы. Много дорогих товаров разворовали. Мне нужен кто-то, кто преподал бы урок этим негодяям. Подходит вам такая работа?
dlga_merchant_quest_looters_choice:merchant_quest_looters_brief|Да, я возьмусь за это.
dlga_merchant_quest_looters_choice:merchant_quest_stall|Боюсь, что сейчас я этим заняться не смогу.
dlga_merchant_quest_looters_brief:close_window|Отлично! Сейчас эти грабители все еще шныряют неподалеку отсюда - возможно, они вошли во вкус и пытаются найти новые жертвы. Убьете вы их или захватите, мне все равно. Но знайте, я плачу по 40 динар за каждую уничтоженную шайку мародеров - до тех пор, пока со всеми не разберемся.
dlga_merchant_quest_requested:merchant_quest_explain_2|Ну, вы можете нам здорово помочь... Может, вы слышали, что {s10} перешли границу и напали на наших людей? Самые воинственные вассалы {s5} убеждают его ответить ударом на удар. Тут одна проблема: пока сильные мира решают вопросы чести, простой люд, как всегда, страдает.
dlga_merchant_quest_explain_2:merchant_quest_brief|Мы же не говорим, что {s5} надо вовсе закрыть глаза на всю эту историю, ни в коем разе! Но стоит ответить на провокацию, как тут же разразится новая война! Однако если {s10} правителя вызовет и победит пришлый воин, то и честь будет восстановлена, и причин для войны не будет. А если бы побежденным лордом оказался известный бузотер {s7}, то и мстить за него никто особенно не станет.
dlga_merchant_quest_brief:merchant_quest_retaliate_confirm|Так вот, атакуйте {s7} и победите его. Это само по себе непросто, а кроме того нападение может подпортить вам отношения с {s10}, но мы будем вам очень признательны. Говорить в открытую, что мы вас наняли, мы, понятное дело, не станем, но будьте уверены: вознаграждение за труды будет преотличное... Возьметесь нам помочь?
dlga_merchant_quest_retaliate_confirm:merchant_quest_track_bandits_brief|Да, я могу это сделать.
dlga_merchant_quest_retaliate_confirm:merchant_pretalk|Мне бы не хотелось встревать в междоусобицу.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice|Налетчики, скорее всего, прячут свои корабли в укромной бухточке на побережье, предположительно рядом с источником пресной воды. Чтобы обнаружить их убежище, лучше всего проследить за группой морских налетчиков, которые возвращаются на свою базу пополнить запасы.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.1|Обычно такие бандиты устраивают себе логово в холмах на границе пустыни, часто в ущелье с источником воды. Там они скрываются от посторонних глаз и пополняют запасы. Чтобы обнаружить их убежище, лучше всего проследить за группой пустынных бандитов, которые возвращаются в логово пополнить запасы.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.2|Обычно такие бандиты устраивают себе логово в горах, часто на широком уступе, откуда открывается вид на прилегающие земли. Там их труднее застать врасплох. Чтобы обнаружить их убежище, лучше всего проследить за группой бандитов-горцев, которые возвращаются в логово пополнить запасы.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.3|Обычно такие бандиты устраивают свой лагерь в глухих лесах, часто посреди болота. Чтобы обнаружить их убежище, лучше всего проследить за группой лесных бандитов, которые возвращаются в лагерь пополнить запасы.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.4|Обычно такие бандиты устраивают свой лагерь в рощицах посреди степи, где им легче скрыться. Чтобы обнаружить их убежище, лучше всего проследить за группой степных бандитов, которые возвращаются в лагерь пополнить запасы.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.5|Обычно такие бандиты устраивают свой лагерь глубоко в лесу. Чтобы обнаружить их убежище, лучше всего проследить за группой тундровых бандитов, которые возвращаются в лагерь пополнить запасы.
dlga_merchant_quest_track_bandit_lair_choice:merchant_quest_destroy_lair_brief|Я возьмусь за это.
dlga_merchant_quest_track_bandit_lair_choice:lord_pretalk|Боюсь, я сейчас не могу этим заниматься.
dlga_merchant_quest_destroy_lair_brief:close_window|Прекрасно. Мы будем ожидать вестей об успехе вашего предприятия.
dlga_merchant_quest_requested:merchant_quest_brief.1|До нас дошли слухи, что {s4}, на неких путников, {reg4?идущих в:покинувших} {s5}, совершили нападение {s7}.
dlga_merchant_quest_brief:merchant_quest_track_bandits_choice|Мы хотим, чтобы вы отыскали этих {s4}. Городские торговцы постараются дать описание главаря этих разбойников, ну и награду за расправу наберут. Если сможете найти и перебить бандитов, мы в долгу не останемся...
dlga_merchant_quest_track_bandits_choice:merchant_quest_track_bandits_brief|Я возьмусь за это.
dlga_merchant_quest_track_bandits_brief:close_window|Прекрасно. Шайка может странствовать где угодно, но наверняка бандитов встречали и помнят другие путешественники.
dlga_merchant_quest_track_bandits_choice:merchant_quest_stall|Боюсь, я сейчас не могу этим заниматься.
dlga_merchant_quest_requested:merchant_quest_brief.2|Вы ищете работу? Я искал кого-то, кто мог бы доставить {s4}. Может быть, вы взялись бы за это...
dlga_merchant_quest_brief:merchant_quest_brief_deliver_wine|Мне нужно доставить {s6} в таверну {s4}. За доставку {reg5} кг за 7 дней плачу не меньше {reg8} динар. Что скажете?
dlga_merchant_quest_brief_deliver_wine:merchant_quest_taken|Хорошо. Я займусь доставкой.
dlga_merchant_quest_brief_deliver_wine:merchant_quest_stall|Боюсь, что не могу сейчас взять весь этот груз.
dlga_merchant_quest_requested:merchant_quest_brief.3|Вы ищете работу? Мне нужен человек для сопровождения для каравана. Интересно вам такое задание?
dlga_merchant_quest_brief:escort_merchant_caravan_quest_brief|Я собираюсь послать в {s8} караван с товарами. Однако на дорогах полно разбойников и дезертиров, и я не хочу отправлять караван без защиты. Если бы вы сумели привести караван на место за 15 дней, то заработали бы {reg8} динар. Конечно, в вашем отряде воинов должно быть не меньше {reg4}, чтобы охрана была мало-мальски надежной.
dlga_escort_merchant_caravan_quest_brief:merchant_quest_taken|Хорошо. Я буду сопровождать ваш караван.
dlga_escort_merchant_caravan_quest_brief:merchant_quest_stall|Я боюсь, что у меня в отряде не найдется столько бойцов.
dlga_escort_merchant_caravan_quest_brief:merchant_quest_stall.1|Прошу прощения, я не могу заняться этим сейчас.
dlga_start:close_window.35|Дальше мы дойдем сами. Спасибо. 
dlga_start:close_window.36|Что ж, мы почти у {s21}. Дальше мы и сами доберемся. Вот вам {reg14} динар... Спасибо, что проехались с нами. Удачи.
dlga_start:merchant_caravan_intro_1|Приветствую. Вы поедете с нами, так?
dlga_merchant_caravan_intro_1:merchant_caravan_intro_2|Да. Меня зовут {playername}. Я буду сопровождать вас до {s1}.
dlga_merchant_caravan_intro_2:escort_merchant_caravan_talk|Что ж, приятно узнать, что мы отправимся не одни. Что вы хотите, чтобы мы сделали?
dlga_start:escort_merchant_caravan_talk|Хм. До сих пор мы и сами справлялись... Чего вы хотите от нас?
dlga_escort_merchant_caravan_talk:merchant_caravan_follow_lead|Вы поедете за мной. Я поведу вас безопасным путем.
dlga_merchant_caravan_follow_lead:close_window|Хорошо. Мы последуем прямо за вами.
dlga_escort_merchant_caravan_talk:merchant_caravan_stay_here|Ждите здесь. Я поеду вперед и разведаю дорогу.
dlga_merchant_caravan_stay_here:close_window|Хорошо. Мы будем ждать.
dlga_merchant_quest_requested:merchant_quest_brief.4|На самом деле, я искал именно такого авантюриста, как Вы. Все дело в этих бандитах... Они шляются вокруг нашего города и грабят мои караваны. Они смогли обмануть все войска и дружины, которые я посылал до сих пор. Если кто-то не остановит их в ближайшее время, я буду разорен...
dlga_merchant_quest_brief:troublesome_bandits_quest_brief|Думаю, {reg8} динар за поимку этих мерзавцев вам хватит. Это опасное дело, но я уверен, что вы с ним справитесь. Что скажете?
dlga_troublesome_bandits_quest_brief:merchant_quest_taken_bandits|Хорошо. Я поймаю этих разбойников.
dlga_merchant_quest_taken_bandits:close_window|Правда? Отрадно слышать! Что ж, удачи вам!
dlga_troublesome_bandits_quest_brief:merchant_quest_stall|Прошу прощения. У меня нет сейчас на это времени.
dlga_merchant_quest_requested:merchant_quest_brief.5|Мне вообще-то очень нужен надежный человек. Шайка разбойников похитила дочь моего друга и теперь требует за нее выкуп. Мой друг готов его заплатить, но нам нужен кто-то, кто передал бы деньги этим шакалам и вернул девочку домой в целости и сохранности. 
dlga_merchant_quest_brief:kidnapped_girl_quest_brief|Разбойники требуют выкуп в размере {reg12} динар. Я дам вам эти деньги, если вы возьметесь за задание. У вас будет 15 дней, чтобы передать деньги разбойникам, место встречи - деревня {s4}. Эти ублюдки сказали, что убьют бедную девочку, если не получат денег к концу срока. Когда вернете девочку в целости и сохранности, получите {reg8} динар.
dlga_kidnapped_girl_quest_brief:kidnapped_girl_quest_taken|Хорошо. Я отнесу выкуп бандитам и верну девочку.
dlga_kidnapped_girl_quest_taken:close_window|Хорошо. Я знал, что в этом деле могу вам доверять. Вот выкуп в динарах. Пересчитайте, их должно быть {reg12}. И, пожалуйста, постарайтесь не делать опрометчивых поступков. Помните, что благополучие девочки важнее всего...
dlga_kidnapped_girl_quest_brief:merchant_quest_stall|Сожалею, у меня нет сейчас на это времени.
dlga_start:close_window.37|Огромное спасибо, что помогли мне вернуться! Скоро я увижу свою семью! Прощайте!
dlga_kidnapped_girl_liberated_map:kidnapped_girl_liberated_map_2a|Да. Пойдем со мной. Мы возвращаемся домой.
dlga_kidnapped_girl_liberated_map_2a:close_window|Как жаль, что у вас в отряде нет места для меня.
dlga_kidnapped_girl_liberated_map_2a:close_window.1|О, правда? Большое вам спасибо!
dlga_kidnapped_girl_liberated_map:kidnapped_girl_liberated_map_2b|Подожди здесь немного. Я вернусь за тобой.
dlga_kidnapped_girl_liberated_map_2b:close_window|О, пожалуйста, {господин/госпожа}, не бросайте меня тут одну-одинешеньку!
dlga_start:kidnapped_girl_liberated_map|О, {господин/госпожа}, спасибо, что спасли меня. Вы отвезете меня домой?
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2a|Да. Пойдем со мной. Мы возвращаемся домой.
dlga_kidnapped_girl_liberated_battle_2a:kidnapped_girl_liberated_battle_2b|Как жаль, у вас в отряде нет места для меня.
dlga_kidnapped_girl_liberated_battle_2a:close_window|О, правда? Большое вам спасибо!
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2b|Подожди здесь немного. Я вернусь за тобой.
dlga_kidnapped_girl_liberated_battle_2b:close_window|О, пожалуйста, {господин/госпожа}, не оставляйте меня тут одну-одинешеньку!
dlga_start:kidnapped_girl_liberated_map.1|Можно мне теперь пойти с вами?
dlga_start:bandits_awaiting_ransom_intro_1|Это ты что ли за девкой? Деньги гони.
dlga_start:bandits_awaiting_ransom_intro_1.1|А, снова ты? Деньги гони, или че ваще.
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_pay|Вот деньги, берите. Только отпустите девочку.
dlga_bandits_awaiting_ransom_pay:close_window|Хех, а что, и правда деньги, не железо... Забирай свою девку. Все бы так быстро соображали, как ты.
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_b|Нет! Сначала отпустите девочку!
dlga_bandits_awaiting_ransom_b:bandits_awaiting_ransom_b2|Хорош играться, деньги давай!
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_pay|Хорошо. Вот ваши деньги. Отпустите девочку.
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_no_money|Деньги остались лежать в надежном месте. Я пойду принесу их.
dlga_bandits_awaiting_ransom_no_money:close_window|Лучше не зли нас! А ну живо вали за деньгами!
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_fight|Я не собираюсь ничего вам платить. Я требую, чтобы вы немедленно отпустили девочку!
dlga_bandits_awaiting_ransom_fight:close_window|Ты это, знаешь, а мертвые вообще ничего не требуют...
dlga_start:bandits_awaiting_remeet|Чего тебе? Деньги у нас, дело сделано, проваливай.
dlga_bandits_awaiting_remeet:close_window|Простите за беспокойство. Я пойду.
dlga_bandits_awaiting_remeet:bandits_awaiting_remeet_2|Еще одно дело есть. Давайте деньги обратно.
dlga_bandits_awaiting_remeet_2:close_window|О, вот уж дело так дело! Ну давай обсудим!
dlga_start:kidnapped_girl_encounter_1|О, {господин/госпожа}, благодарю вас за спасение. Вы отвезете меня домой?
dlga_kidnapped_girl_encounter_1:kidnapped_girl_join|Да. Пойдем со мной. Мы возвращаемся домой.
dlga_kidnapped_girl_join:close_window|Как жаль, что у вас в отряде нет места для меня.
dlga_kidnapped_girl_join:close_window.1|О, большое вам спасибо!
dlga_kidnapped_girl_encounter_1:kidnapped_girl_wait|Подожди здесь немного. Я вернусь за тобой.
dlga_kidnapped_girl_wait:close_window|О, пожалуйста, {господин/госпожа}, не оставляйте меня тут одну-одинешеньку!
dlga_merchant_quest_about_job_2:lost_kidnapped_girl|К сожалению, по дороге сюда девочка потерялась...
dlga_lost_kidnapped_girl:lost_kidnapped_girl_2|О, нет! Как я скажу об этом своему другу?
dlga_lost_kidnapped_girl_2:lost_kidnapped_girl_3|Мне жаль. Я ничего не мог поделать.
dlga_lost_kidnapped_girl_3:lost_kidnapped_girl_4|Вы меня разочаровываете, {playername}. Я доверял вам. Теперь люди узнают, что вы не справились с заданием. Кроме того, я жду от вас тот выкуп в размере {reg8} динар, который я вам давал.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5a|Конечно. Вот деньги...
dlga_merchant_quest_about_job_5a:close_window|По крайней мере, у вас хватило порядочности вернуть деньги.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5b|Прошу прощения, у меня нет с собой такой суммы.
dlga_merchant_quest_about_job_5b:close_window|И вы думаете, я вам поверю? Вы вернете мне выкуп! Идите сейчас же и принесите деньги!
dlga_merchant_quest_requested:merchant_quest_persuade_peace_1|{s15} и {s14} ведут между собой страшную войну, из-за нее наш город уже на грани гибели. Наши караваны погибают, едва выйдя из города - их грабят и безжалостно уничтожают. Наши торговцы боятся покидать городские стены. И ко всем нашим бедам, налоги на войну съедают наши последние сбережения. Если вскоре не наступит мир, мы долго не продержимся.
dlga_merchant_quest_persuade_peace_1:merchant_quest_brief|Все это так. Но как остановить это безумие?
dlga_merchant_quest_persuade_peace_1:merchant_quest_persuade_peace_reject|Ваш долг - помогать дворянам вести войну. Не пристало вам жаловаться.
dlga_merchant_quest_persuade_peace_reject:close_window|Ха. Знать ведет войны из жадности и жажды славы, а все беды выпадают на долю честного люда, вроде нас. Но вы, вероятно, предпочитаете об этом не задумываться.
dlga_merchant_quest_brief:merchant_quest_persuade_peace_3|Были попытки примирить воюющие стороны и достичь какого-то соглашения. Но кое-каким господам с обеих сторон выгодно продолжать войну. Из-за них все остальные не могут прислушаться к голосу разума и продолжают сражаться. Пока эти знатные петухи не потеряют своего влияния, о мире говорить бесполезно.
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4|Кто разжигает войну и мешает мирным переговорам?
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4.1|О каких таких господах вы говорите?
dlga_merchant_quest_persuade_peace_4:merchant_quest_persuade_peace_5|Это {s12} из {s15} и {s13} из {s14}. Пока они не изменят мнение или не потеряют влияния, мира у нас не будет.
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6|Что можно с этим сделать?
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6.1|К сожалению, похоже, с этим ничего не поделаешь.
dlga_merchant_quest_persuade_peace_6:merchant_quest_persuade_peace_7|Есть один способ... Решительный человек, вероятно, сможет убедить одного или даже обоих лордов согласиться на мир. А если даже это не удастся, остается разбить их в бою и захватить их в плен. В плену они потеряют свое влияние и не смогут помешать мирным переговорам... Что думаете? Вы справитесь?
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8|Трудно, трудно... Но я попытаюсь.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.1|Что ж, если цена будет подходящей, я попытаюсь.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.2|Мне это неинтересно. Это меня не касается.
dlga_merchant_quest_persuade_peace_8:merchant_quest_persuade_peace_9|Большинство торговцев в городе с радостью раскошелятся на поддержку такого плана. Я думаю, мы сможем собрать никак не меньше {reg12} динар. Мы с радостью вознаградим вас, если вы справитесь. {s12} и {s13} должны согласиться на мир, а если кто-то из них окажется слишком упрям, возьмите его в плен и держите до тех пор, пока не будет подписан мир.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_10|Хорошо. Я сделаю все, что в моих силах.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_no|Сожалею, но я не могу этого сделать.
dlga_merchant_quest_persuade_peace_10:close_window|Отлично. Мы будем молиться за вас. Я надеюсь, вы разберетесь с этими старыми пауками. Мы будем ждать от вас добрых вестей.
dlga_merchant_quest_persuade_peace_no:close_window|Не отказывайтесь так сразу. Подумайте хорошенько. Если кто и может с этим справиться, то только вы.
